
Initialized RTC: 0x01Dev config complete
SCAN START
RSSI: -67 [da:00:ee:80:13:5c]
RSSI: -69 [da:00:ee:8d:13:7c]
RSSI: -66 [da:00:ee:8d:13:7c]
RSSI: -68 [da:00:ee:99:13:ac]
RSSI: -68 [da:00:ee:99:13:ac]
RSSI: -65 [da:00:ee:a6:13:cc]
RSSI: -63 [da:00:ee:a6:13:cc]
RSSI: -69 [da:00:ee:b3:13:ec]
RSSI: -65 [da:00:ee:b3:13:ec]
RSSI: -70 [da:00:ee:c0:14:1c]
RSSI: -71 [da:00:ee:c0:14:1c]
RSSI: -66 [da:00:ee:cd:14:3c]
RSSI: -64 [da:00:ee:cd:14:3c]
RSSI: -72 [da:00:ee:da:14:5c]
RSSI: -70 [da:00:ee:e6:14:8c]
RSSI: -67 [da:00:ee:f3:14:ac]
RSSI: -66 [da:00:ee:f3:14:ac]
RSSI: -68 [da:00:ef:00:14:dc]
RSSI: -65 [da:00:ef:00:14:dc]
RSSI: -68 [da:00:ef:0d:14:fc]
RSSI: -66 [da:00:ef:1a:15:2c]
RSSI: -65 [da:00:ef:1a:15:2c]
RSSI: -71 [da:00:ef:27:15:4c]
RSSI: -70 [da:00:ef:27:15:4c]
RSSI: -76 [da:00:ef:33:15:6c]
RSSI: -75 [da:00:ef:41:15:9c]
RSSI: -71 [da:00:ef:41:15:9c]
RSSI: -72 [da:00:ef:41:15:9c]
RSSI: -74 [da:00:ef:4d:15:bc]
RSSI: -73 [da:00:ef:5a:15:ec]
RSSI: -72 [da:00:ef:67:16:0c]
RSSI: -72 [da:00:ef:67:16:0c]
RSSI: -73 [da:00:ef:74:16:3c]
RSSI: -73 [da:00:ef:74:16:3c]
RSSI: -79 [da:00:ef:81:16:5c]
RSSI: -73 [da:00:ef:8e:16:7c]
RSSI: -73 [da:00:ef:8e:16:7c]
RSSI: -83 [da:00:ef:9b:00:2c]
RSSI: -78 [da:00:ef:9b:00:2c]
RSSI: -83 [da:00:ef:a7:00:4c]
RSSI: -76 [da:00:ef:b4:00:7c]
RSSI: -80 [da:00:ef:c1:00:9c]
RSSI: -76 [da:00:ef:c1:00:9c]
RSSI: -74 [da:00:ef:ce:00:bc]
RSSI: -70 [da:00:ef:db:00:ec]
RSSI: -71 [da:00:ef:e8:01:0c]
RSSI: -69 [da:00:ef:e8:01:0c]
RSSI: -71 [da:00:ef:f4:01:3c]
RSSI: -68 [da:00:f0:01:01:5c]
RSSI: -70 [da:00:f0:0e:01:8c]
RSSI: -68 [da:00:f0:0e:01:8c]
RSSI: -68 [da:00:f0:1b:01:ac]
RSSI: -68 [da:00:f0:28:01:cc]
RSSI: -66 [da:00:f0:35:01:fc]
RSSI: -66 [da:00:f0:35:01:fc]
RSSI: -68 [da:00:f0:42:02:1c]
RSSI: -67 [da:00:f0:4f:02:4c]
RSSI: -70 [da:00:f0:5c:02:6c]
RSSI: -65 [da:00:f0:82:02:dc]
RSSI: -64 [da:00:f0:8f:03:0c]
RSSI: -63 [da:00:f0:8f:03:0c]
RSSI: -64 [da:00:f0:9c:03:2c]
RSSI: -62 [da:00:f0:a9:03:5c]
RSSI: -65 [da:00:f0:b6:03:7c]
RSSI: -63 [da:00:f0:b6:03:7c]
RSSI: -64 [da:00:f0:c3:03:9c]
RSSI: -68 [da:00:f0:d0:03:cc]
RSSI: -78 [da:00:f0:dc:03:ec]
RSSI: -77 [da:00:f0:dc:03:ec]
RSSI: -82 [da:00:f0:ea:04:0c]
RSSI: -62 [da:00:f0:f7:04:3c]
RSSI: -60 [da:00:f1:03:04:5c]
RSSI: -57 [da:00:f1:03:04:5c]
RSSI: -59 [da:00:f1:10:04:8c]
RSSI: -56 [da:00:f1:10:04:8c]
RSSI: -54 [da:00:f1:1d:04:ac]
RSSI: -54 [da:00:f1:2a:04:cc]
RSSI: -52 [da:00:f1:2a:04:cc]
RSSI: -54 [da:00:f1:37:04:fc]
RSSI: -52 [da:00:f1:37:04:fc]
RSSI: -51 [da:00:f1:44:05:1c]
RSSI: -52 [da:00:f1:51:05:4c]
RSSI: -50 [da:00:f1:51:05:4c]
RSSI: -52 [da:00:f1:5e:05:6c]
RSSI: -49 [da:00:f1:6b:05:8c]
RSSI: -49 [da:00:f1:6b:05:8c]
RSSI: -51 [da:00:f1:77:05:bc]
RSSI: -49 [da:00:f1:77:05:bc]
RSSI: -52 [da:00:f1:85:05:dc]
RSSI: -51 [da:00:f1:85:05:dc]
RSSI: -50 [da:00:f1:92:06:0c]
RSSI: -52 [da:00:f1:92:06:0c]
RSSI: -52 [da:00:f1:9e:06:2c]
RSSI: -52 [da:00:f1:9e:06:2c]
RSSI: -51 [da:00:f1:9e:06:2c]
RSSI: -53 [da:00:f1:ab:06:5c]
RSSI: -53 [da:00:f1:ab:06:5c]
RSSI: -52 [da:00:f1:b8:06:7c]
RSSI: -55 [da:00:f1:b8:06:7c]
RSSI: -54 [da:00:f1:c5:06:ac]
RSSI: -54 [da:00:f1:c5:06:ac]
RSSI: -55 [da:00:f1:c5:06:ac]
RSSI: -58 [da:00:f1:d2:06:cc]
RSSI: -57 [da:00:f1:d2:06:cc]
RSSI: -58 [da:00:f1:df:06:ec]
RSSI: -63 [da:00:f1:df:06:ec]
RSSI: -61 [da:00:f1:ec:07:1c]
RSSI: -62 [da:00:f1:ec:07:1c]
RSSI: -73 [da:00:f1:f9:07:3c]
RSSI: -68 [da:00:f1:f9:07:3c]
RSSI: -70 [da:00:f1:f9:07:3c]
RSSI: -76 [da:00:f2:06:07:6c]
RSSI: -71 [da:00:f2:06:07:6c]
RSSI: -79 [da:00:f2:13:07:8c]
RSSI: -72 [da:00:f2:13:07:8c]
RSSI: -67 [da:00:f2:20:07:bc]
RSSI: -65 [da:00:f2:2d:07:dc]
RSSI: -63 [da:00:f2:2d:07:dc]
RSSI: -64 [da:00:f2:3a:07:fc]
RSSI: -63 [da:00:f2:3a:07:fc]
RSSI: -64 [da:00:f2:47:08:2c]
RSSI: -64 [da:00:f2:54:08:4c]
RSSI: -71 [da:00:f2:54:08:4c]
RSSI: -67 [da:00:f2:61:08:7c]
RSSI: -68 [da:00:f2:61:08:7c]
RSSI: -73 [da:00:f2:6e:08:9c]
RSSI: -70 [da:00:f2:7b:08:bc]
RSSI: -76 [da:00:f2:88:08:ec]
RSSI: -72 [da:00:f2:88:08:ec]
RSSI: -71 [da:00:f2:88:08:ec]
RSSI: -73 [da:00:f2:95:09:0c]
RSSI: -70 [da:00:f2:a2:09:3c]
RSSI: -72 [da:00:f2:bc:09:8c]
RSSI: -71 [da:00:f2:c9:09:ac]
RSSI: -78 [da:00:f2:d5:09:dc]
RSSI: -72 [da:00:f2:e3:09:fc]
RSSI: -69 [da:00:f2:f0:0a:2c]
RSSI: -70 [da:00:f3:0a:0a:6c]
RSSI: -79 [da:00:f3:0a:0a:6c]
RSSI: -69 [da:00:f3:17:0a:9c]
RSSI: -68 [da:00:f3:17:0a:9c]
RSSI: -80 [da:00:f3:23:0a:bc]
RSSI: -74 [da:00:f3:31:0a:ec]
RSSI: -76 [da:00:f3:31:0a:ec]
RSSI: -66 [da:00:f3:3e:0b:0c]
RSSI: -72 [da:00:f3:3e:0b:0c]
RSSI: -77 [da:00:f3:4a:0b:3c]
RSSI: -77 [da:00:f3:4a:0b:3c]
RSSI: -70 [da:00:f3:4a:0b:3c]
RSSI: -81 [da:00:f3:58:0b:5c]
RSSI: -71 [da:00:f3:65:0b:7c]
RSSI: -84 [da:00:f3:71:0b:ac]
RSSI: -69 [da:00:f3:71:0b:ac]
RSSI: -84 [da:00:f3:7f:0b:cc]
RSSI: -82 [da:00:f3:7f:0b:cc]
RSSI: -82 [da:00:f3:7f:0b:cc]
RSSI: -80 [da:00:f3:7f:0b:cc]
RSSI: -71 [da:00:f3:8c:0b:fc]
RSSI: -77 [da:00:f3:8c:0b:fc]
RSSI: -72 [da:00:f3:98:0c:1c]
RSSI: -80 [da:00:f3:98:0c:1c]
RSSI: -74 [da:00:f3:a6:0c:3c]
RSSI: -72 [da:00:f3:a6:0c:3c]
RSSI: -88 [da:00:f3:b3:0c:6c]
RSSI: -75 [da:00:f3:b3:0c:6c]
RSSI: -76 [da:00:f3:bf:0c:8c]
RSSI: -81 [da:00:f3:bf:0c:8c]
RSSI: -83 [da:00:f3:cd:0c:bc]
RSSI: -87 [da:00:f3:cd:0c:bc]
RSSI: -77 [da:00:f3:da:0c:dc]
RSSI: -74 [da:00:f3:e6:0d:0c]
RSSI: -74 [da:00:f3:f4:0d:2c]
RSSI: -70 [da:00:f3:f4:0d:2c]
RSSI: -76 [da:00:f4:01:0d:5c]
RSSI: -76 [da:00:f4:0d:0d:7c]
RSSI: -80 [da:00:f4:1b:0d:9c]
RSSI: -72 [da:00:f4:1b:0d:9c]
RSSI: -72 [da:00:f4:1b:0d:9c]
RSSI: -83 [da:00:f4:28:0d:cc]
RSSI: -70 [da:00:f4:35:0d:ec]
RSSI: -69 [da:00:f4:42:0e:1c]
RSSI: -76 [da:00:f4:4f:0e:3c]
RSSI: -75 [da:00:f4:5c:0e:6c]
RSSI: -68 [da:00:f4:69:0e:8c]
RSSI: -76 [da:00:f4:76:0e:bc]
RSSI: -71 [da:00:f4:76:0e:bc]
RSSI: -87 [da:00:f4:83:0e:dc]
RSSI: -77 [da:00:f4:90:0e:fc]
RSSI: -78 [da:00:f4:9d:0f:2c]
RSSI: -74 [da:00:f4:aa:0f:4c]
RSSI: -83 [da:00:f4:aa:0f:4c]
RSSI: -80 [da:00:f4:b7:0f:7c]
RSSI: -79 [da:00:f4:b7:0f:7c]
RSSI: -71 [da:00:f4:b7:0f:7c]
RSSI: -77 [da:00:f4:c4:0f:9c]
RSSI: -70 [da:00:f4:d1:0f:cc]
RSSI: -83 [da:00:f4:d1:0f:cc]
RSSI: -75 [da:00:f4:de:0f:ec]
RSSI: -69 [da:00:f4:de:0f:ec]
RSSI: -77 [da:00:f4:ec:10:0c]
RSSI: -76 [da:00:f4:ec:10:0c]
RSSI: -72 [da:00:f4:ec:10:0c]
RSSI: -68 [da:00:f4:f8:10:3c]
RSSI: -73 [da:00:f4:f8:10:3c]
RSSI: -70 [da:00:f5:06:10:5c]
RSSI: -68 [da:00:f5:06:10:5c]
RSSI: -71 [da:00:f5:13:10:8c]
RSSI: -68 [da:00:f5:13:10:8c]
RSSI: -70 [da:00:f5:1f:10:ac]
RSSI: -70 [da:00:f5:1f:10:ac]
RSSI: -66 [da:00:f5:2d:10:dc]
RSSI: -67 [da:00:f5:2d:10:dc]
RSSI: -70 [da:00:f5:3a:10:fc]
RSSI: -66 [da:00:f5:3a:10:fc]
RSSI: -70 [da:00:f5:47:11:2c]
RSSI: -69 [da:00:f5:54:11:4c]
RSSI: -70 [da:00:f5:61:11:7c]
RSSI: -67 [da:00:f5:61:11:7c]
RSSI: -72 [da:00:f5:6e:11:9c]
RSSI: -70 [da:00:f5:7b:11:cc]
RSSI: -70 [da:00:f5:88:11:ec]
RSSI: -71 [da:00:f5:88:11:ec]
RSSI: -76 [da:00:f5:95:12:1c]
RSSI: -76 [da:00:f5:95:12:1c]
RSSI: -67 [da:00:f5:a2:12:3c]
RSSI: -73 [da:00:f5:b0:12:6c]
RSSI: -88 [da:00:f5:bc:12:8c]
RSSI: -73 [da:00:f5:bc:12:8c]
RSSI: -65 [da:00:f5:ca:12:ac]
RSSI: -73 [da:00:f5:d7:12:dc]
RSSI: -81 [da:00:f5:e4:12:fc]
RSSI: -72 [da:00:f5:e4:12:fc]
RSSI: -67 [da:00:f5:f1:13:2c]
RSSI: -74 [da:00:f5:f1:13:2c]
RSSI: -69 [da:00:f5:fe:13:4c]
RSSI: -69 [da:00:f5:fe:13:4c]
RSSI: -67 [da:00:f5:fe:13:4c]
RSSI: -71 [da:00:f6:0b:13:6c]
RSSI: -71 [da:00:f6:0b:13:6c]
RSSI: -67 [da:00:f6:0b:13:6c]
RSSI: -65 [da:00:f6:18:13:9c]
RSSI: -69 [da:00:f6:18:13:9c]
RSSI: -65 [da:00:f6:26:13:bc]
RSSI: -63 [da:00:f6:26:13:bc]
RSSI: -68 [da:00:f6:32:13:ec]
RSSI: -65 [da:00:f6:32:13:ec]
RSSI: -70 [da:00:f6:40:14:0c]
RSSI: -70 [da:00:f6:40:14:0c]
RSSI: -66 [da:00:f6:4d:14:3c]
RSSI: -64 [da:00:f6:4d:14:3c]
RSSI: -68 [da:00:f6:59:14:5c]
RSSI: -71 [da:00:f6:67:14:8c]
RSSI: -67 [da:00:f6:74:14:ac]
RSSI: -67 [da:00:f6:74:14:ac]
RSSI: -70 [da:00:f6:81:14:dc]
RSSI: -70 [da:00:f6:8e:14:fc]
RSSI: -72 [da:00:f6:9c:15:2c]
RSSI: -77 [da:00:f6:ad:15:5c]
RSSI: -75 [da:00:f6:be:15:8c]
RSSI: -69 [da:00:f6:be:15:8c]
RSSI: -79 [da:00:f6:cb:15:ac]
RSSI: -78 [da:00:f6:cb:15:ac]
RSSI: -73 [da:00:f6:d8:15:dc]
RSSI: -76 [da:00:f6:d8:15:dc]
RSSI: -74 [da:00:f6:e5:15:fc]
RSSI: -71 [da:00:f6:e5:15:fc]
RSSI: -74 [da:00:f6:f2:16:2c]
RSSI: -75 [da:00:f6:f2:16:2c]
RSSI: -74 [da:00:f6:f2:16:2c]
RSSI: -73 [da:00:f6:f2:16:2c]
RSSI: -72 [da:00:f6:ff:16:4c]
RSSI: -78 [da:00:f6:ff:16:4c]
RSSI: -75 [da:00:f7:0c:16:7c]
RSSI: -73 [da:00:f7:0c:16:7c]
RSSI: -81 [da:00:f7:1a:00:0c]
RSSI: -82 [da:00:f7:26:00:2c]
RSSI: -76 [da:00:f7:34:00:4c]
RSSI: -83 [da:00:f7:41:00:7c]
RSSI: -76 [da:00:f7:4e:00:9c]
RSSI: -69 [da:00:f7:69:00:ec]
RSSI: -71 [da:00:f7:75:01:1c]
RSSI: -71 [da:00:f7:75:01:1c]
RSSI: -69 [da:00:f7:75:01:1c]
RSSI: -68 [da:00:f7:83:01:3c]
RSSI: -69 [da:00:f7:90:01:6c]
RSSI: -69 [da:00:f7:9d:01:8c]
RSSI: -67 [da:00:f7:9d:01:8c]
RSSI: -68 [da:00:f7:aa:01:bc]
RSSI: -67 [da:00:f7:aa:01:bc]
RSSI: -66 [da:00:f7:b8:01:dc]
RSSI: -66 [da:00:f7:b8:01:dc]
RSSI: -68 [da:00:f7:c4:02:0c]
RSSI: -67 [da:00:f7:c4:02:0c]
RSSI: -67 [da:00:f7:d2:02:2c]
RSSI: -70 [da:00:f7:d2:02:2c]
RSSI: -69 [da:00:f7:df:02:5c]
RSSI: -70 [da:00:f7:df:02:5c]
RSSI: -71 [da:00:f7:ec:02:7c]
RSSI: -69 [da:00:f7:ec:02:7c]
RSSI: -68 [da:00:f7:f9:02:ac]
RSSI: -66 [da:00:f8:07:02:cc]
RSSI: -66 [da:00:f8:07:02:cc]
RSSI: -64 [da:00:f8:13:02:ec]
RSSI: -63 [da:00:f8:13:02:ec]
RSSI: -64 [da:00:f8:21:03:1c]
RSSI: -62 [da:00:f8:2e:03:3c]
RSSI: -63 [da:00:f8:3b:03:6c]
RSSI: -64 [da:00:f8:3b:03:6c]
RSSI: -69 [da:00:f8:48:03:8c]
RSSI: -70 [da:00:f8:48:03:8c]
RSSI: -66 [da:00:f8:56:03:bc]
RSSI: -75 [da:00:f8:62:03:dc]
RSSI: -65 [da:00:f8:70:03:fc]
RSSI: -63 [da:00:f8:70:03:fc]
RSSI: -68 [da:00:f8:7d:04:2c]
RSSI: -66 [da:00:f8:7d:04:2c]
RSSI: -58 [da:00:f8:8a:04:4c]
RSSI: -56 [da:00:f8:97:04:7c]
RSSI: -54 [da:00:f8:97:04:7c]
RSSI: -56 [da:00:f8:a5:04:9c]
RSSI: -54 [da:00:f8:a5:04:9c]
RSSI: -52 [da:00:f8:b1:04:cc]
RSSI: -54 [da:00:f8:b1:04:cc]
RSSI: -53 [da:00:f8:bf:04:ec]
RSSI: -51 [da:00:f8:bf:04:ec]
RSSI: -52 [da:00:f8:cc:05:1c]
RSSI: -52 [da:00:f8:cc:05:1c]
RSSI: -50 [da:00:f8:d9:05:3c]
RSSI: -52 [da:00:f8:d9:05:3c]
RSSI: -52 [da:00:f8:e6:05:6c]
RSSI: -50 [da:00:f8:e6:05:6c]
RSSI: -52 [da:00:f8:f4:05:8c]
RSSI: -51 [da:00:f9:01:05:bc]
RSSI: -50 [da:00:f9:0e:05:dc]
RSSI: -52 [da:00:f9:1c:06:0c]
RSSI: -53 [da:00:f9:28:06:2c]
RSSI: -52 [da:00:f9:36:06:5c]
RSSI: -54 [da:00:f9:43:06:7c]
RSSI: -53 [da:00:f9:43:06:7c]
RSSI: -56 [da:00:f9:50:06:9c]
RSSI: -57 [da:00:f9:50:06:9c]
RSSI: -56 [da:00:f9:5d:06:cc]
RSSI: -56 [da:00:f9:5d:06:cc]
RSSI: -59 [da:00:f9:5d:06:cc]
RSSI: -61 [da:00:f9:6b:06:ec]
RSSI: -60 [da:00:f9:6b:06:ec]
RSSI: -65 [da:00:f9:77:07:1c]
RSSI: -68 [da:00:f9:77:07:1c]
RSSI: -70 [da:00:f9:85:07:3c]
RSSI: -75 [da:00:f9:85:07:3c]
RSSI: -81 [da:00:f9:92:07:6c]
RSSI: -76 [da:00:f9:92:07:6c]
RSSI: -74 [da:00:f9:92:07:6c]
RSSI: -68 [da:00:f9:9f:07:8c]
RSSI: -67 [da:00:f9:9f:07:8c]
RSSI: -65 [da:00:f9:ad:07:bc]
RSSI: -63 [da:00:f9:ad:07:bc]
RSSI: -65 [da:00:f9:ba:07:dc]
RSSI: -63 [da:00:f9:ba:07:dc]
RSSI: -65 [da:00:f9:c7:07:fc]
RSSI: -66 [da:00:f9:d4:08:2c]
RSSI: -66 [da:00:f9:e2:08:5c]
RSSI: -67 [da:00:f9:e2:08:5c]
RSSI: -72 [da:00:f9:ee:08:7c]
RSSI: -74 [da:00:f9:ee:08:7c]
RSSI: -72 [da:00:f9:fc:08:9c]
RSSI: -76 [da:00:fa:0a:08:cc]
RSSI: -71 [da:00:fa:16:08:ec]
RSSI: -68 [da:00:fa:24:09:1c]
RSSI: -73 [da:00:fa:24:09:1c]
RSSI: -70 [da:00:fa:31:09:4c]
RSSI: -76 [da:00:fa:3e:09:6c]
RSSI: -76 [da:00:fa:3e:09:6c]
RSSI: -73 [da:00:fa:3e:09:6c]
RSSI: -77 [da:00:fa:4c:09:8c]
RSSI: -87 [da:00:fa:4c:09:8c]
RSSI: -73 [da:00:fa:59:09:bc]
RSSI: -73 [da:00:fa:59:09:bc]
RSSI: -86 [da:00:fa:66:09:dc]
RSSI: -70 [da:00:fa:66:09:dc]
RSSI: -79 [da:00:fa:73:0a:0c]
RSSI: -72 [da:00:fa:81:0a:2c]
RSSI: -68 [da:00:fa:81:0a:2c]
RSSI: -76 [da:00:fa:8d:0a:5c]
RSSI: -77 [da:00:fa:8d:0a:5c]
RSSI: -80 [da:00:fa:9b:0a:7c]
RSSI: -67 [da:00:fa:a9:0a:ac]
RSSI: -72 [da:00:fa:b5:0a:cc]
RSSI: -77 [da:00:fa:c3:0a:fc]
RSSI: -74 [da:00:fa:c3:0a:fc]
RSSI: -70 [da:00:fa:d0:0b:1c]
RSSI: -71 [da:00:fa:d0:0b:1c]
RSSI: -80 [da:00:fa:dd:0b:3c]
RSSI: -82 [da:00:fa:dd:0b:3c]
RSSI: -83 [da:00:fa:eb:0b:6c]
RSSI: -84 [da:00:fa:eb:0b:6c]
RSSI: -73 [da:00:fa:f8:0b:9c]
RSSI: -81 [da:00:fa:f8:0b:9c]
RSSI: -77 [da:00:fb:05:0b:bc]
RSSI: -71 [da:00:fb:05:0b:bc]
RSSI: -74 [da:00:fb:12:0b:dc]
RSSI: -74 [da:00:fb:12:0b:dc]
RSSI: -73 [da:00:fb:20:0c:0c]
RSSI: -74 [da:00:fb:20:0c:0c]
RSSI: -74 [da:00:fb:20:0c:0c]
RSSI: -73 [da:00:fb:2d:0c:2c]
RSSI: -78 [da:00:fb:2d:0c:2c]
RSSI: -79 [da:00:fb:2d:0c:2c]
RSSI: -76 [da:00:fb:3a:0c:5c]
RSSI: -78 [da:00:fb:3a:0c:5c]
RSSI: -83 [da:00:fb:48:0c:8c]
RSSI: -71 [da:00:fb:54:0c:ac]
RSSI: -73 [da:00:fb:62:0c:dc]
RSSI: -74 [da:00:fb:70:0c:fc]
RSSI: -73 [da:00:fb:70:0c:fc]
RSSI: -71 [da:00:fb:70:0c:fc]
RSSI: -72 [da:00:fb:7c:0d:2c]
RSSI: -73 [da:00:fb:8a:0d:4c]
RSSI: -74 [da:00:fb:8a:0d:4c]
RSSI: -71 [da:00:fb:8a:0d:4c]
RSSI: -74 [da:00:fb:98:0d:7c]
RSSI: -78 [da:00:fb:98:0d:7c]
RSSI: -70 [da:00:fb:a4:0d:9c]
RSSI: -77 [da:00:fb:a4:0d:9c]
RSSI: -75 [da:00:fb:b2:0d:cc]
RSSI: -74 [da:00:fb:bf:0d:ec]
RSSI: -72 [da:00:fb:bf:0d:ec]
RSSI: -72 [da:00:fb:cc:0e:1c]
RSSI: -67 [da:00:fb:da:0e:3c]
RSSI: -72 [da:00:fb:e7:0e:6c]
RSSI: -75 [da:00:fb:e7:0e:6c]
RSSI: -73 [da:00:fc:02:0e:bc]
RSSI: -80 [da:00:fc:0f:0e:dc]
RSSI: -83 [da:00:fc:1c:0f:0c]
RSSI: -81 [da:00:fc:1c:0f:0c]
RSSI: -75 [da:00:fc:2a:0f:2c]
RSSI: -80 [da:00:fc:2a:0f:2c]
RSSI: -80 [da:00:fc:44:0f:7c]
RSSI: -81 [da:00:fc:44:0f:7c]
RSSI: -72 [da:00:fc:52:0f:ac]
RSSI: -76 [da:00:fc:5f:0f:cc]
RSSI: -72 [da:00:fc:5f:0f:cc]
RSSI: -88 [da:00:fc:6c:0f:fc]
RSSI: -71 [da:00:fc:6c:0f:fc]
RSSI: -81 [da:00:fc:7a:10:1c]
RSSI: -68 [da:00:fc:87:10:4c]
RSSI: -71 [da:00:fc:87:10:4c]
RSSI: -71 [da:00:fc:87:10:4c]
RSSI: -76 [da:00:fc:94:10:6c]
RSSI: -67 [da:00:fc:94:10:6c]
RSSI: -67 [da:00:fc:94:10:6c]
RSSI: -73 [da:00:fc:a2:10:9c]
RSSI: -73 [da:00:fc:a2:10:9c]
RSSI: -70 [da:00:fc:af:10:bc]
RSSI: -66 [da:00:fc:bc:10:ec]
RSSI: -71 [da:00:fc:ca:11:0c]
RSSI: -66 [da:00:fc:ca:11:0c]
RSSI: -71 [da:00:fc:d7:11:3c]
RSSI: -71 [da:00:fc:d7:11:3c]
RSSI: -67 [da:00:fc:e4:11:5c]
RSSI: -70 [da:00:fc:e4:11:5c]
RSSI: -72 [da:00:fc:f2:11:8c]
RSSI: -69 [da:00:fc:f2:11:8c]
RSSI: -70 [da:00:fc:ff:11:ac]
RSSI: -75 [da:00:fc:ff:11:ac]
RSSI: -70 [da:00:fd:0c:11:cc]
RSSI: -68 [da:00:fd:0c:11:cc]
RSSI: -78 [da:00:fd:1a:11:fc]
RSSI: -72 [da:00:fd:1a:11:fc]
RSSI: -80 [da:00:fd:27:12:1c]
RSSI: -65 [da:00:fd:34:12:4c]
RSSI: -89 [da:00:fd:4f:12:9c]
RSSI: -66 [da:00:fd:5c:12:bc]
RSSI: -66 [da:00:fd:5c:12:bc]
RSSI: -73 [da:00:fd:6a:12:ec]
RSSI: -73 [da:00:fd:6a:12:ec]
RSSI: -74 [da:00:fd:77:13:0c]
RSSI: -70 [da:00:fd:77:13:0c]
RSSI: -67 [da:00:fd:84:13:3c]
RSSI: -67 [da:00:fd:92:13:5c]
RSSI: -66 [da:00:fd:92:13:5c]
RSSI: -69 [da:00:fd:9f:13:8c]
RSSI: -66 [da:00:fd:9f:13:8c]
RSSI: -69 [da:00:fd:ac:13:ac]
RSSI: -64 [da:00:fd:ba:13:dc]
RSSI: -66 [da:00:fd:c8:14:0c]
RSSI: -72 [da:00:fd:d4:14:2c]
RSSI: -65 [da:00:fd:e2:14:5c]
RSSI: -68 [da:00:fd:f0:14:7c]
RSSI: -70 [da:00:fd:fc:14:9c]
RSSI: -67 [da:00:fd:fc:14:9c]
RSSI: -66 [da:00:fe:0a:14:cc]
RSSI: -68 [da:00:fe:18:14:fc]
RSSI: -67 [da:00:fe:18:14:fc]
RSSI: -66 [da:00:fe:18:14:fc]
RSSI: -70 [da:00:fe:24:15:1c]
RSSI: -69 [da:00:fe:24:15:1c]
RSSI: -70 [da:00:fe:24:15:1c]
RSSI: -75 [da:00:fe:32:15:4c]
RSSI: -76 [da:00:fe:32:15:4c]
RSSI: -74 [da:00:fe:40:15:6c]
RSSI: -69 [da:00:fe:40:15:6c]
RSSI: -80 [da:00:fe:4d:15:8c]
RSSI: -78 [da:00:fe:4d:15:8c]
RSSI: -76 [da:00:fe:5a:15:bc]
RSSI: -73 [da:00:fe:68:15:dc]
RSSI: -74 [da:00:fe:75:16:0c]
RSSI: -77 [da:00:fe:83:16:2c]
RSSI: -76 [da:00:fe:83:16:2c]
RSSI: -73 [da:00:fe:90:16:5c]
RSSI: -73 [da:00:fe:90:16:5c]
RSSI: -76 [da:00:fe:9d:16:7c]
RSSI: -74 [da:00:fe:9d:16:7c]
RSSI: -85 [da:00:fe:ab:00:2c]
RSSI: -77 [da:00:fe:ab:00:2c]
RSSI: -77 [da:00:fe:ab:00:2c]
RSSI: -76 [da:00:fe:b9:00:5c]
RSSI: -88 [da:00:fe:b9:00:5c]
RSSI: -77 [da:00:fe:c5:00:7c]
RSSI: -77 [da:00:fe:c5:00:7c]
RSSI: -78 [da:00:fe:d3:00:ac]
RSSI: -72 [da:00:fe:d3:00:ac]
RSSI: -73 [da:00:fe:e1:00:cc]
RSSI: -70 [da:00:fe:ed:00:fc]
RSSI: -69 [da:00:fe:fb:01:1c]
RSSI: -71 [da:00:ff:09:01:4c]
RSSI: -71 [da:00:ff:09:01:4c]
RSSI: -69 [da:00:ff:16:01:7c]
RSSI: -69 [da:00:ff:16:01:7c]
RSSI: -70 [da:00:ff:16:01:7c]
RSSI: -68 [da:00:ff:24:01:9c]
RSSI: -68 [da:00:ff:24:01:9c]
RSSI: -69 [da:00:ff:24:01:9c]
RSSI: -69 [da:00:ff:31:01:cc]
RSSI: -67 [da:00:ff:31:01:cc]
RSSI: -67 [da:00:ff:3e:01:ec]
RSSI: -68 [da:00:ff:3e:01:ec]
RSSI: -67 [da:00:ff:4c:02:1c]
RSSI: -67 [da:00:ff:4c:02:1c]
RSSI: -69 [da:00:ff:5a:02:3c]
RSSI: -71 [da:00:ff:66:02:5c]
RSSI: -70 [da:00:ff:74:02:8c]
RSSI: -67 [da:00:ff:82:02:bc]
RSSI: -67 [da:00:ff:82:02:bc]
RSSI: -66 [da:00:ff:8e:02:dc]
RSSI: -66 [da:00:ff:8e:02:dc]
RSSI: -64 [da:00:ff:8e:02:dc]
RSSI: -63 [da:00:ff:9c:02:fc]
RSSI: -63 [da:00:ff:aa:03:2c]
RSSI: -65 [da:00:ff:b7:03:4c]
RSSI: -64 [da:00:ff:b7:03:4c]
RSSI: -62 [da:00:ff:c5:03:7c]
RSSI: -69 [da:00:ff:c5:03:7c]
RSSI: -68 [da:00:ff:d2:03:9c]
RSSI: -64 [da:00:ff:d2:03:9c]
RSSI: -80 [da:00:ff:df:03:cc]
RSSI: -82 [da:00:ff:df:03:cc]
RSSI: -68 [da:00:ff:ed:03:ec]
RSSI: -73 [da:00:ff:fb:04:1c]
RSSI: -71 [da:00:ff:fb:04:1c]
RSSI: -59 [da:01:00:07:04:3c]
RSSI: -58 [da:01:00:15:04:6c]
